---	sample++drpepper-academyofcountrymusic	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Developer	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++One million CDROMs distributed throughout Walmart stores to promote the ACM++awards. Produced for both the 2002 and 2004 events.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++Dr Pepper was a major sponsor of the Academy of Country Music Awards. They++wanted a marketing piece in the form of a CDROM to be distributed throughout++Walmart stores. We created content that included games, videos, and musical++toys related to the Academy of Country Music Awards. The finished disks were++placed in displays and included free with the purchase of Dr Pepper products.		O'Reilly Media++Academy of Country Music	O'Reilly Media++DR Pepper	'20190000'++'20020000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/DrPepper/DrPepper-top-86_kikwd4		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/DrPepper/DrPepper-left-89_qa6mzt++projects/DrPepper/DrPepper-right-92_xh9syk++projects/DrPepper/DrPepper-right-91_ojbaer++rojects/DrPepper/DrPepper-right-90_l8krug++projects/DrPepper/DrPepper-right-87_yxy9kq++projects/DrPepper/DrPepper-right-88_xn5gta++projects/DrPepper/DrPepper-right-92_xh9sy		####	designer	Unused	projects/DrPepper	DrPepper		Digital Production		Academy of Country Music	Interaction
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++drpepper	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++CDROMS Created for promotional partnerships with the Red Cross and the Academy++of Country Music. More than a million disks were created for each event.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++Dr. Pepper was a major supporter of the American Red Cross. They commissioned++an educational series of CDROMs geared towards kids. The disks were loaded++with creative content that taught kids about the focus of the Red Cross. These++included a range of life-saving relief services running from basic first aid++to recovering from natural disasters.		O'Reilly Media++Dr Pepper Promotional CDROMS	O'Reilly Media++Dr Pepper	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/DrPepper/DrPepper-top-86		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/DrPepper/DrPepper-left-89++projects/DrPepper/DrPepper-right-87++projects/DrPepper/DrPepper-right-88++projects/DrPepper/DrPepper-right-92++projects/DrPepper/DrPepper-right-90++projects/DrPepper/DrPepper-right-91		####	designer	Unused	/projects/DrPepper	DrPepper		Project Type		Dr Pepper Promo CDROMS	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++drtingleton	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Designer	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++|++A series of user entertainment apps that encouraged live social interaction.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>++I developed a series of iPhone apps meant for the live social environment. The++apps fostered fun for social events in bars, restaurants, at parties, and at++work.++++++The applications included an animated wheel of fortune to choose what drink++you were going to order, a compliment generator that on upon shaking the phone++would give you a nice compliment, and a message correspondence app that allows++for sending handwritten notes to friends.		O'Reilly Media++Dr Tingleton Miracle Apps	O'Reilly Media++Dr Tingleton Miracle Apps	'20190000'++'20111206'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/DrTingleton/DrTingleton-top-243		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/DrTingleton/DrTingleton-right-242++projects/DrTingleton/DrTingleton-right-239++projects/DrTingleton/DrTingleton-right-240++projects/DrTingleton/DrTingleton-right-241		####	designer	Unused	/projects/DrTingleton	DrTingleton	[]	Digital Production		Dr Tingleton Miracle Apps	'---'
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++dwellvisualizer	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++A dynamic image browser for Dwell Magazine images, back issues and archived++content.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++As a content visualizer for the Dwell Magazine website, a Flash-based++application was created to allow users to filter and browse past articles,++images, and other content that appeared within the pages of Dwell Magazine++throughout its history.		O'Reilly Media++Dwell Magazine Visualizer	O'Reilly Media++Punchcut	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/DwellVisualizer/DwellVisualizer-top-245		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/DwellVisualizer/DwellVisualizer-right-247++projects/DwellVisualizer/DwellVisualizer-right-244++projects/DwellVisualizer/DwellVisualizer-right-246		####	engineer	Unused	/projects/DwellVisualizer	DwellVisualizer	[]	Project Type		Dwell Magazine Visualizer	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++exploratorium	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++Fabrication, and some design, for an outdoor installation project installed in++Civic Center, San Francisco. The exhibit encouraged social interaction using++tangible interfaces controlled by hidden computer technology.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++Middleground, an Exploratorium external site project, was a series of towers++that encouraged people to interact with activities and each other.++Middleground itself is a rehabilitation and recovery program. The installation++acted as a happy place to further encourage this recovery and introduce people++to the work Middleground does. The structure was installed in Civic Center,++near City Hall in front of the San Francisco Public Library.		O'Reilly Media++Exploratorium	O'Reilly Media++Exploratorium	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/Exploratorium/Exploratorium-top-105		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/Exploratorium/Exploratorium-left-113++projects/Exploratorium/Exploratorium-left-100++projects/Exploratorium/Exploratorium-right-107++projects/Exploratorium/Exploratorium-right-110++projects/Exploratorium/Exploratorium-right-108++projects/Exploratorium/Exploratorium-right-109++projects/Exploratorium/Exploratorium-right-106++projects/Exploratorium/Exploratorium-right-112++projects/Exploratorium/Exploratorium-right-111		####	engineer	Unused	/projects/Exploratorium	Exploratorium		Project Type		Exploratorium Exhibit Creation	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++famsf	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++An interactive digital brand guidelines document for the De Young Museum and++the California Palace of the Legion of Honor in San Francisco.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++Fine Arts Museums of San Francisco (FAMSF) is the parent organization of the++de Young Museum and The Palace Legion of Honor museum. Wolf-Olins was the++design firm that handled the rebranding of the institution. Wolf-Olins and I++produced the style guide for the rebranding that existed digitally as a Flash++application. The style-guide was easily distributed as cross-platform++application.		O'Reilly Media++Fine Art Museums of San Francisco	O'Reilly Media++Wolf-Olins	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/FAMSF/FAMSF-top-188		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/FAMSF/FAMSF-right-189++projects/FAMSF/FAMSF-right-190++projects/FAMSF/FAMSF-right-187++projects/FAMSF/FAMSF-right-186++projects/FAMSF/FAMSF-right-191		####	engineer	Unused	/projects/FAMSF	FAMSF	[]	Project Type		Fine Art Museums of San Francisco	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	right_images	left_images	title	category
---	sample++fitdeck	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Developer	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++A personal training application based on a digital deck of cards. Randomized++workouts were presented through card-like digital screens.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>++Fit-Deck was a mobile application derived from a physical deck of cards. The++deck's purpose was to randomize your workout by selecting cards from a deck++that would give you a series of physical activities to do.++++++The application timed and tracked your performance and gave you++recommendations for further improvement.		O'Reilly Media++Fit Deck	O'Reilly Media++Perfect Fitness	'20190000'++'20141229'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/FitDeck/FitDeck-top-253		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/FitDeck/FitDeck-right-257++projects/FitDeck/FitDeck-right-254++projects/FitDeck/FitDeck-right-255++projects/FitDeck/FitDeck-right-256++projects/FitDeck/FitDeck-right-100++projects/FitDeck/FitDeck-right-101++projects/FitDeck/FitDeck-right-102		####		[]	Fit Deck	designer
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++hondansx	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++Honda launched the released its new supercar. I used HTML, CSS, and JavaScript++to develop the presentation layer that was added to the existing Honda website++backend.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>++Honda launched the released its new supercar. I used HTML, CSS, and JavaScript++to develop the presentation layer that was added to the existing Honda website++backend.++++++Honda's latest supercar incarnation, the venerable Honda NSX, was being++released. The website to mark the occasion was designed by Razorfish in Los++Angeles. I joined the team to do the front-end development and the visual++presentation layer for this subsection of the Honda USA website.		O'Reilly Media++Honda	O'Reilly Media++'Razorfish '	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/HondaNSX/HondaNSX-top-278		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/HondaNSX/HondaNSX-left-280++projects/HondaNSX/HondaNSX-left-279++projects/HondaNSX/HondaNSX-right-277++projects/HondaNSX/HondaNSX-right-275++projects/HondaNSX/HondaNSX-right-276		####	engineer	Unused	/projects/HondaNSX	HondaNSX		Project Type		Relaunch of the new Honda NSX Supercar	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++hpgarage	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++This project was team collaboration and brainstorming in the true IDEO style.++I joined a team of bright minds for multiple weeks of discussion and deep++thought to develop an innovation and training system for HP employees.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++HP Garage was the name given to planned innovation spaces that would be++developed on HPs campuses. The innovation space would include activities,++directives, motivation tools for employees to work together for both team++building and improvement of their products using IDEO's human-centered design++approach.		O'Reilly Media++HP	O'Reilly Media++IDEO	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/HPGarage/HPGarage-top-136		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/HPGarage/HPGarage-right-139++projects/HPGarage/HPGarage-right-137++projects/HPGarage/HPGarage-right-136++projects/HPGarage/HPGarage-right-138++projects/HPGarage/HPGarage-right-130++projects/HPGarage/HPGarage-right-129		####	designer	Unused	/projects/HPGarage	HPGarage	[]	Project Type		HP Garage Innovation System	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++ibmdb2	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++Detailed motion graphics for the internal presentation and launch of a new IBM++software product.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++This was a Motion Graphics based video for the launch of IBM's new DB2++database product. The video was created using innovative graphic animations,++interviews, and visual icons to inform and entertain the audience. The purpose++of the video presented to the employees of IBM was to create enthusiasm for++the new product.		O'Reilly Media++IBM	O'Reilly Media++MAD	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/IBMDB2/IBMDB2-top-174		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/IBMDB2/IBMDB2-left-168++projects/IBMDB2/IBMDB2-right-173++projects/IBMDB2/IBMDB2-right-169++projects/IBMDB2/IBMDB2-right-172++projects/IBMDB2/IBMDB2-right-170++projects/IBMDB2/IBMDB2-right-171		####	designer	Unused	/projects/IBMDB2	IBMDB2		Project Type		IBM DB2 Launch Video	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++ideo-intelinterfaces	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Developer	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++I created the motion graphics for a series of short films showcasing++hypothetical digital devices seamlessly interfacing into everyday life.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>++Intel's Mobile Platform Group (MPG) has a mission to propose mobile devices++that use Intel technology. They worked closely with IDEO to build prototypes++that implemented Intel technologies and could be licensed by equipment++manufacturers. Cinema quality videos with dramatic storylines were created to++weave narratives around how the technologies would be used in the real world.++++++A professional film production company was hired to produce these vignettes,++which showed the hypothetical products being used in real-life situations.++Within the videos, the actors would use props and green screens. My job was to++animate graphics and overlay them in-post using After Effects. These++non-functional prototypes were brought to life and responded to the++interactions of the actors.		O'Reilly Media++Intel	O'Reilly Media++IDEO	'20190000'++'20060000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/IDEOInterfaces/IDEOInterfaces-top-249_fhq7xw		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++project-left-40.jpg++project-left-41.jpg++projects/IDEOInterfaces/IDEOInterfaces-right-250_quxjau++projects/IDEOInterfaces/IDEOInterfaces-right-251_nyut6v++projects/IDEOInterfaces/IDEOInterfaces-right-252_vnrkgz		####	design	Unused	/projects/IDEOInterfaces	IDEOInterfaces		Digital Production		Intel Lifestyle Interfaces	Content Creation
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++ideo-newyears	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++A digital holiday card that encouraged IDEO employees to share their best++experiences of the year. Each card transformed each contributed memory into a++collection of dynamic and interactive visual animations.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++IDEO began introducing an annual digital New Year's card that allowed its++employees around the world to contribute memories of the year through an++interactive format. For the inaugural design, each employee could make their++own personal snowflake, which included a favorite memory and information about++the employee. The snowflakes floated in a 3D interactive environment allowing++team members to learn about each creator and their memory for that year.		O'Reilly Media++IDEO	O'Reilly Media++IDEO	'20190000'++'20200926'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/IDEONewYear/IDEONewYear-top-195_otf8ur		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++project-left-40.jpg++project-left-41.jpg++projects/IDEONewYear/IDEONewYear-right-192_z1fdxu++projects/IDEONewYear/IDEONewYear-right-193_vlraif++projects/IDEONewYear/IDEONewYear-right-194_cd24i1		####	design	Unused	/projects/IDEONewYear	IDEONewYear		Project Type		IDEO New Years Digital Cards	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++landor	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++Contributor to numerous branding, packaging, and product design projects and a++working relationship that lasted over 10 years.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++For over ten years, I worked with teams at Landor Associates to brand and++create corporate identities for companies including the Olympics, American++Airlines, Clorox, HP, Rice a Roni, Ford Motor Company, and John Deere. As the++leading brand identity and corporate identity company, it was a privilege to++be a team player in both their San Francisco and Hong Kong offices.		O'Reilly Media++Various	O'Reilly Media++Landor Associates	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/Landor/Landor-top-16		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/Landor/Landor-right-23++projects/Landor/Landor-right-24++projects/Landor/Landor-right-25++projects/Landor/Landor-right-17++projects/Landor/Landor-right-21++projects/Landor/Landor-right-18++projects/Landor/Landor-right-26++projects/Landor/Landor-right-22++projects/Landor/Landor-right-19++projects/Landor/Landor-right-20		####	designer	Unused	/projects/Landor	Landor	[]	Project Type		Landor Associates Corporate Identity	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++luminox	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++|++Design and development for an online catalog with a custom CMS backend.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++Luminox makes military-grade watches marketed towards the military and outdoor++enthusiasts. I worked closely with the company founders to create an online++catalog of their products. The site included a custom content management++system that I hand-coded using PHP. The admin section of the site allowed the++marketing team to add new products and update information.		O'Reilly Media++Luminox Watch	O'Reilly Media++DRDC Group	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/Luminox/Luminox-top-213		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/Luminox/Luminox-right-208++projects/Luminox/Luminox-right-209++projects/Luminox/Luminox-right-210++projects/Luminox/Luminox-right-211++projects/Luminox/Luminox-right-206++projects/Luminox/Luminox-right-212++projects/Luminox/Luminox-right-207++projects/Luminox/Luminox-right-170++projects/Luminox/Luminox-right-190++projects/Luminox/Luminox-right-189		####	designer	Unused	/projects/Luminox	Luminox	[]	Project Type		Luminix Watch Website	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++macromedia	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++The Flexible Messaging Area (FMA) on the Macromedia.com homepage highlighted++the usefulness and abilities of Macromedia digital products.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++Macromedia launched their new website with a particular area they called the++Flexible Messaging Area (FMA) on the front page. This was an ever-evolving and++interactive space focused on specific products and offerings from Macromedia.++It offered entertainment and showed the capabilities of tools using Flash,++their flagship product.		O'Reilly Media++Macromedia	O'Reilly Media++Macromedia	'20190000'++'20200926'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/Macromedia/Macromedia-top-196		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/Macromedia/Macromedia-left-203++projects/Macromedia/Macromedia-left-204++projects/Macromedia/Macromedia-left-202++projects/Macromedia/Macromedia-left-205++projects/Macromedia/Macromedia-right-197++projects/Macromedia/Macromedia-right-198++projects/Macromedia/Macromedia-right-199++projects/Macromedia/Macromedia-right-200++projects/Macromedia/Macromedia-right-201		####	designer	Unused	/projects/Macromedia	Macromedia		Project Type		Macromedia.com FMA IxD	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
